70
#
1088   9.5105651359364103
2177   9.5105651359364103
1    0.0
1581    -4.371139000186435e-07
4    0.0
1584    -4.357664257704858e-07
19    0.0
1587    -4.317323063709362e-07
40    0.0
1590    -4.250364135096983e-07
73    0.0
1593    -4.15720029596398e-07
103    0.0
1596    -4.038405932407789e-07
145    0.0
1599    -3.894713451245423e-07
202    0.0
1602    -3.727008764481519e-07
265    0.0
1605    -3.536325827365756e-07
334    0.0
1608    -3.323840263714378e-07
406    0.0
1611    -3.090862117797811e-07
496    0.0
1614    -2.838827777481413e-07
595    0.0
1617    -2.569291118415878e-07
700    0.0
1620    -2.28391392387632e-07
823    0.0
1623    -1.984455639314902e-07
931    0.0
1626    -1.672762524793624e-07
1087    0.0
1629    -1.350756272176128e-07
2176    0.0
1632    -1.350756272176128e-07
2332    0.0
1635    -1.672762524793624e-07
2440    0.0
1638    -1.984455639314902e-07
2563    0.0
1641    -2.28391392387632e-07
2668    0.0
1644    -2.569291118415878e-07
2767    0.0
1647    -2.838827777481413e-07
2857    0.0
1650    -3.090862117797811e-07
2929    0.0
1653    -3.323840263714378e-07
2998    0.0
1656    -3.536325827365756e-07
3061    0.0
1659    -3.727008764481519e-07
3118    0.0
1662    -3.894713451245423e-07
3160    0.0
1665    -4.038405932407789e-07
3190    0.0
1668    -4.15720029596398e-07
3223    0.0
1671    -4.250364135096983e-07
3244    0.0
1674    -4.317323063709362e-07
3259    0.0
1677    -4.357664257704858e-07
3262    0.0
1680    -4.371139000186435e-07

