18
#
0     0.0
1     -0.5
2     0.0
3     0.0
4     0.0
5     0.0
6     0.0
7     0.5
8     0.0
9     0.625
10     -0.5
11     0.0
12     0.625
13     0.0
14     0.0
15     0.625
16     0.5
17     0.0
