396
#
21 -3.48247e-13
22 2.93784
23 0
102 -7.94278e-13
103 3.16491
104 0
33 -3.30867e-13
34 4.76438
35 0
99 -7.97359e-13
100 4.99393
101 0
75 -3.44455e-13
76 3.39278
77 0
18 -3.51559e-13
19 2.48371
20 0
81 -7.93907e-13
82 2.71039
83 0
0 0
1 0
2 0
87 -2.84398e-13
88 0.219953
89 0
2394 0.225203
2395 -6.19064e-13
2396 0
3 0
4 8
5 0
3321 0.217033
3322 8
3323 0
24 -6.25958e-13
25 7.77309
26 0
69 -3.25901e-13
70 5.22431
71 0
57 -7.94823e-13
58 3.62034
59 0
96 -3.40269e-13
97 3.84874
98 0
3291 0.471923
3292 -6.51142e-13
3293 0
1074 6.5603
1075 -6.46098e-13
1076 0
3282 6.81927
3283 -6.31325e-13
3284 0
2319 7.07356
2320 -6.11209e-13
2321 0
438 2.84126
439 -6.94878e-13
440 0
1560 2.57544
1561 -6.94538e-13
1562 0
3072 2.3098
3073 -6.93844e-13
3074 0
747 4.70525
748 -6.86826e-13
749 0
2877 4.43875
2878 -6.89237e-13
2879 0
2304 4.17227
2305 -6.91176e-13
2306 0
519 3.90586
520 -6.92685e-13
521 0
423 3.37333
424 -6.94507e-13
425 0
588 3.63954
589 -6.93782e-13
590 0
1269 3.10723
1270 -6.94864e-13
1271 0
267 8
268 4.30468
269 0
3057 8
3058 4.07634
3059 0
213 8
214 4.53381
215 0
252 8
253 4.7628
254 0
255 8
256 3.84774
257 0
2676 8
2677 3.61998
2678 0
795 0.668392
796 8
797 0
2103 0.910893
2104 8
2105 0
1110 2.71903
1111 8
1112 0
2760 2.9828
2761 8
2762 0
90 -3.20837e-13
91 5.68574
92 0
93 -7.98389e-13
94 5.45467
95 0
48 -7.9934e-13
49 5.91692
50 0
105 -7.96398e-13
106 4.53469
107 0
84 -3.35716e-13
85 4.30589
86 0
6 -7.95548e-13
7 4.07687
8 0
2538 1.77931
2539 -6.9109e-13
2540 0
2775 1.51471
2776 -6.88664e-13
2777 0
1002 1.25085
1003 -6.84914e-13
1004 0
1299 0.727912
1300 -6.68257e-13
1301 0
2658 0.98826
2659 -6.78752e-13
2660 0
15 -7.92484e-13
16 0.44612
17 0
51 -3.52163e-13
52 0.672041
53 0
498 7.77872
499 -6.13606e-13
500 0
2499 8
2500 0
2501 0
216 8
217 0.220786
218 0
729 7.32043
730 -5.88165e-13
731 0
2325 7.55646
2326 -5.65485e-13
2327 0
1497 2.04439
1498 -6.92734e-13
1499 0
618 4.97172
619 -6.8389e-13
620 0
951 5.76978
952 -6.7106e-13
953 0
1275 5.50415
1276 -6.76147e-13
1277 0
1713 6.03467
1714 -6.64798e-13
1715 0
2856 6.2984
2857 -6.56794e-13
2858 0
1953 5.23806
1954 -6.80365e-13
1955 0
249 8
250 2.02836
251 0
1896 8
1897 1.80187
1898 0
1893 8
1894 2.25564
1895 0
369 8
370 1.57489
371 0
2178 8
2179 1.34848
2180 0
489 8
490 1.12193
491 0
3060 8
3061 0.895558
3062 0
327 1.16058
328 8
329 0
924 5.37028
925 8
926 0
3330 5.6357
3331 8
3332 0
2712 3.24707
2713 8
2714 0
2073 3.51174
2074 8
2075 0
1920 4.57314
1921 8
1922 0
3252 4.3075
3253 8
3254 0
36 -3.07556e-13
37 6.61286
38 0
78 -7.99374e-13
79 6.84531
80 0
66 -7.99878e-13
67 6.38056
68 0
54 -3.15263e-13
55 6.14865
56 0
39 -3.55944e-13
40 1.12443
41 0
45 -7.92758e-13
46 0.898187
47 0
27 -7.93542e-13
28 1.80336
29 0
30 -3.55991e-13
31 1.57715
32 0
60 -3.54246e-13
61 2.0302
62 0
1950 8
1951 0.442757
1952 0
681 8
682 4.99252
683 0
1389 5.90074
1390 8
1391 0
3093 1.41502
3094 8
3095 0
9 -2.94173e-13
10 7.07804
11 0
63 -7.98316e-13
64 7.31151
65 0
42 -1.81238e-13
43 7.54405
44 0
534 0.436116
535 8
536 0
2223 2.19357
2224 8
2225 0
2583 1.93233
2584 8
2585 0
2952 1.6726
2953 8
2954 0
1455 4.83888
1456 8
1457 0
3021 5.10462
3022 8
3023 0
792 4.04201
793 8
794 0
1626 3.77674
1627 8
1628 0
72 -7.9331e-13
73 1.35055
74 0
486 8
487 0.66868
488 0
141 8
142 5.68305
143 0
1386 8
1387 5.91397
1388 0
129 8
130 6.14524
131 0
1983 8
1984 6.37668
1985 0
969 8
970 5.45256
971 0
135 8
136 5.22224
137 0
264 8
265 2.48229
266 0
2028 8
2029 2.70982
2030 0
261 8
262 2.93674
263 0
2280 8
2281 3.16454
2282 0
258 8
259 3.39183
260 0
3087 2.45589
3088 8
3089 0
12 -7.93688e-13
13 2.2566
14 0
1323 7.21296
1324 8
1325 0
3132 7.47313
3133 8
3134 0
2484 6.95268
2485 8
2486 0
1188 8
1189 7.5378
1190 0
1686 8
1687 7.77083
1688 0
2502 8
2503 8
2504 0
138 8
139 7.07452
140 0
3051 8
3052 6.84056
3053 0
1986 7.73419
1987 8
1988 0
2040 6.69135
2041 8
2042 0
1023 6.16518
1024 8
1025 0
1947 8
1948 7.30609
1949 0
132 8
133 6.60874
134 0
2274 6.4288
2275 8
2276 0
